FISCAL_YEAR	ATS SYSTEM CODE	LOCATION_CODE	LOCATION_NAME	BEDS NUMBER	MANAGED_BY_NAME	LOCATION_TYPE_DESCRIPTION	LOCATION_CATEGORY_DESCRIPTION	GRADES_TEXT	GRADES_FINAL_TEXT	OPEN_DATE	STATUS_DESCRIPTIONS	PRIMARY_BUILDING_CODE	PRIMARY_ADDRESS_LINE_1	STATE_CODE	X_COORDINATE	Y_COORDINATE	COMMUNITY_DISTRICT	COUNCIL_DISTRICT	CENSUS_TRACT	BOROUGH_BLOCK_LOT	NTA	NTA_NAME	PRINCIPAL_NAME	PRINCIPAL_TITLE	PRINCIPAL_PHONE_NUMBER	FAX_NUMBER	GEOGRAPHICAL_DISTRICT_CODE	ADMIN_DISTRICT_LOCATION_CODE	ADMINISTRATIVE_DISTRICT_NAME	COMMUNITY_SCHOOL_SUP_NAME	FIELD_SUPPORT_CENTER_NAME	FIELD_SUPPORT_CENTER_LEADER_NAME	SCHOOL_SUPPORT_TEAM_NAME	SCHOOL_SUPPORT_TEAM_LEADER_NAME	HIGHSCHOOL_NETWORK_LOCATION_CODE	HIGHSCHOOL_NETWORK_NAME	HIGHSCHOOL_NETWORK_SUPERINTENDENT	Location 1
2018	16K057      	K057	J.H.S. 057 Whitelaw Reid	331600010057	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1954 12:00:00 AM	Open	K057	125 STUYVESANT AVENUE	NY	1003037	191204	303	36	29100	3016160001	BK35	Stuyvesant Heights                                                         	ANTHONY LETT	I.A. PRINCIPAL	718-574-2357	718-453-0577	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 5- Brooklyn North	NULL	NULL	NULL	NULL	"125 STUYVESANT AVENUE
BROOKLYN, NY 11221
(40.691467, -73.932254)"
2018	16K081      	K081	P.S. 081 Thaddeus Stevens	331600010081	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1966 12:00:00 AM	Open	K081	990 DEKALB AVENUE	NY	1002241	191713	303	36	28900	3016020019	BK35	Stuyvesant Heights                                                         	CHERYL AULT- BAKER	PRINCIPAL	718-574-2365	718-919-9872	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 6- Brooklyn North	NULL	NULL	NULL	NULL	"990 DEKALB AVENUE
BROOKLYN, NY 11221
(40.692866, -73.935123)"
2018	16K243      	K243	P.S. 243K- The Weeksville School	331600010243	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1962 12:00:00 AM	Open	K243	1580 DEAN STREET	NY	1002254	185450	308	36	30900	3013470001	BK61	Crown Heights North                                                        	KAREN HAMBRIGHT-GLOVE	PRINCIPAL	718-604-6909	718-604-6914	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 5- Brooklyn North	NULL	NULL	NULL	NULL	"1580 DEAN STREET
BROOKLYN, NY 11213
(40.675675, -73.935093)"
2018	16K262      	K262	P.S. 262 El Hajj Malik El Shabazz Elementary Schoo	331600010262	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,08,SE	0K,01,02,03,04,05	07/01/1961 12:00:00 AM	Open	K262	500 MACON STREET	NY	1003628	188101	303	36	29700	3016710019	BK61	Crown Heights North                                                        	JOELETHA FERGUSON	PRINCIPAL	718-453-0780	718-453-0679	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 6- Brooklyn North	NULL	NULL	NULL	NULL	"500 MACON STREET
BROOKLYN, NY 11233
(40.682949, -73.930132)"
2018	16K267      	K267	M.S. 267 Math, Science & Technology	331600010267	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1999 12:00:00 AM	Open	K324	800 GATES AVENUE	NY	1003090	189930	303	36	29300	3016360001	BK35	Stuyvesant Heights                                                         	PATRICIA KING	PRINCIPAL	718-574-2318	718-574-2320	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 6- Brooklyn North	NULL	NULL	NULL	NULL	"800 GATES AVENUE
BROOKLYN, NY 11221
(40.68797, -73.932066)"
2018	16K308      	K308	P.S. 308 Clara Cardwell	331600010308	DOE	General Academic	K-8	PK,0K,01,02,03,04,05,06,07,08,SE	PK,0K,01,02,03,04,05,06,07,08	07/01/1975 12:00:00 AM	Open	K308	616 QUINCY STREET	NY	1002135	190058	303	36	29300	3016300001	BK35	Stuyvesant Heights                                                         	Sharon Odwin	PRINCIPAL	718-571-6960	718-453-0663	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 5- Brooklyn North	NULL	NULL	NULL	NULL	"616 QUINCY STREET
BROOKLYN, NY 11221
(40.688323, -73.935509)"
2018	16K309      	K309	P.S. 309 The George E. Wibecan Preparatory Academy	331600010309	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1963 12:00:00 AM	Open	K309	794 MONROE STREET	NY	1005210	189979	303	41	38500	3016430036	BK35	Stuyvesant Heights                                                         	Tanya Bryant	I.A. PRINCIPAL	718-574-2381	718-453-0643	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 5- Brooklyn North	NULL	NULL	NULL	NULL	"794 MONROE STREET
BROOKLYN, NY 11221
(40.6881, -73.924422)"
2018	16K335      	K335	P.S. 335 Granville T. Woods	331600010335	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1968 12:00:00 AM	Open	K335	130 ROCHESTER AVENUE	NY	1004035	185020	308	36	30700	3013550023	BK61	Crown Heights North                                                        	Karena Thompson	I.A. PRINCIPAL	718-493-7736	718-953-4697	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 5- Brooklyn North	NULL	NULL	NULL	NULL	"130 ROCHESTER AVENUE
BROOKLYN, NY 11213
(40.674491, -73.928673)"
2018	16K455      	K455	Boys and Girls High School	331600011455	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/1976 12:00:00 AM	Open	K455	1700 FULTON STREET	NY	1003221	186472	303	36	27100	3017010001	BK61	Crown Heights North                                                        	Grecian Harrison	PRINCIPAL	718-467-1700	718-221-0645	16	HS09	NULL	NULL	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 2- Brooklyn North	NULL	HS09	H.S. Network 09 Superintendent Office	ALCOFF, MICHAEL	"1700 FULTON STREET
BROOKLYN, NY 11213
(40.678478, -73.931604)"
2018	16K498      	K498	Brooklyn High School for Law and Technology	331600011498	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	06/25/1999 12:00:00 AM	Open	K987	1396 BROADWAY	NY	1006269	190089	303	41	37500	3014820001	BK35	Stuyvesant Heights                                                         	Vernon Johnson	PRINCIPAL	718-919-1256	718-852-4593	16	HS05	NULL	NULL	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 1- Brooklyn North	NULL	HS05	H.S. Network 05 Superintendent Office	WATTS, KAREN	"1396 BROADWAY
BROOKLYN, NY 11221
(40.688399, -73.920603)"
2018	16K594      	K594	Gotham Professional Arts Academy	331600011594	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2007 12:00:00 AM	Open	K040	265 RALPH AVENUE	NY	1006134	187116	303	41	37900	3015180001	BK35	Stuyvesant Heights                                                         	ALEXANDER WHITE	PRINCIPAL	718-455-0746	718-574-3971	16	HS12	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 5- Affinity Group	NULL	HS12	H.S. Network 12 Superintendent Office	PELLES, KATHY	"265 RALPH AVENUE
BROOKLYN, NY 11233
(40.680239, -73.921099)"
2018	16K627      	K627	Brighter Choice Community School	331600010627	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/2008 12:00:00 AM	Open	K304	280 HART STREET	NY	1000534	191999	303	36	28100	3017730014	BK35	Stuyvesant Heights                                                         	FABAYO MC INTOSH - GOR	PRINCIPAL	718-574-2378	718-443-0639	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 6- Brooklyn North	NULL	NULL	NULL	NULL	"280 HART STREET
BROOKLYN, NY 11206
(40.693654, -73.941278)"
2018	16K628      	K628	Brooklyn Brownstone School	331600010628	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05	0K,01,02,03,04,05	07/01/2008 12:00:00 AM	Open	K035	272 MACDONOUGH STREET	NY	1002031	187582	303	36	27300	3016740011	BK35	Stuyvesant Heights                                                         	NAKIA HASKINS	PRINCIPAL	718-573-2307	718-573-2434	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 5- Brooklyn North	NULL	NULL	NULL	NULL	"272 MACDONOUGH STREET
BROOKLYN, NY 11233
(40.681528, -73.935891)"
2018	16K669      	K669	Research and Service High School	331600011669	DOE	Transfer School	High school	09,10,11,12,SE	09,10,11,12	07/01/2013 12:00:00 AM	Open	K455	1700 FULTON STREET	NY	1003221	186472	303	36	27100	3017010001	BK61	Crown Heights North                                                        	Allison Farrington	PRINCIPAL	718-804-6800	718-804-6801	16	HS09	NULL	NULL	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 2- Brooklyn North	NULL	HS09	H.S. Network 09 Superintendent Office	ALCOFF, MICHAEL	"1700 FULTON STREET
BROOKLYN, NY 11213
(40.678478, -73.931604)"
2018	16K681      	K681	Madiba Prep Middle School	331600010681	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2012 12:00:00 AM	Open	K026	1014 LAFAYETTE AVENUE	NY	1003152	191221	303	36	29100	3016160001	BK35	Stuyvesant Heights                                                         	Anne marie Malcolm	PRINCIPAL	718-574-2804	718-574-2805	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 6- Brooklyn North	NULL	NULL	NULL	NULL	"1014 LAFAYETTE AVENUE
BROOKLYN, NY 11221
(40.6921, -73.9317)"
2018	16K688      	K688	The Brooklyn Academy of Global Finance	331600011688	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2009 12:00:00 AM	Open	K057	125 STUYVESANT AVENUE	NY	1003037	191204	303	36	29100	3016160001	BK35	Stuyvesant Heights                                                         	Dannielle Darbee	PRINCIPAL	718-574-3126	718-574-3681	16	K816	COMMUNITY SCHOOL DISTRICT 16	AMON, RAHESHA	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 1- Brooklyn North	NULL	NULL	NULL	NULL	"125 STUYVESANT AVENUE
BROOKLYN, NY 11221
(40.691467, -73.932254)"
2018	16K765      	K765	Nelson Mandela High School	331600011765	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2014 12:00:00 AM	Open	K455	1700 FULTON STREET	NY	1003221	186472	303	36	27100	3017010001	BK61	Crown Heights North                                                        	Tabari Bomani	PRINCIPAL	718-804-6805	718-804-6808	16	HS09	NULL	NULL	Field Support Center - Brooklyn North	FITZGERALD, BERNADETTE	School Support Team 2- Brooklyn North	NULL	HS09	H.S. Network 09 Superintendent Office	ALCOFF, MICHAEL	"1700 FULTON STREET
BROOKLYN, NY 11213
(40.678478, -73.931604)"
2018	17K002      	K002	Parkside Preparatory Academy	331700010002	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1994 12:00:00 AM	Open	K002	655 PARKSIDE AVENUE	NY	997686	178433	309	40	80200	3050500051	BK60	Prospect Lefferts Gardens-Wingate                                          	ADRIENNE SPENCER	PRINCIPAL	718-462-6992	718-284-7717	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"655 PARKSIDE AVENUE
BROOKLYN, NY 11226
(40.656423, -73.951575)"
2018	17K006      	K006	Norma Adams Clemons Academy	331700010006	DOE	General Academic	Elementary	0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/1993 12:00:00 AM	Open	K006	43 SNYDER AVENUE	NY	996382	175718	314	40	79400	3051030079	BK95	Erasmus                                                                    	Sharon Porter	I.A. PRINCIPAL	718-856-6560	718-856-7493	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"43 SNYDER AVENUE
BROOKLYN, NY 11226
(40.648973, -73.956279)"
2018	17K012      	K012	Dr. Jacqueline Peek-Davis School	331700010012	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1993 12:00:00 AM	Open	K012	430 HOWARD AVENUE	NY	1006415	184524	316	41	36300	3014570032	BK79	Ocean Hill                                                                 	NYREE DIXON	PRINCIPAL	718-953-4569	718-953-4428	23	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"430 HOWARD AVENUE
BROOKLYN, NY 11233
(40.673124, -73.920095)"
2018	84K129      	K129	Success Academy Charter School - Cobble Hill	331500861023	Charter	General Academic	Elementary	0K,01,02,03,04,05,06	0K,01,02,03,04,05,06,07,08	07/01/2012 12:00:00 AM	Open	K293	284 BALTIC STREET	NY	986110	188843	306	33	6900	3004020001	BK38	DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           	Kerri Tabarcea	PRINCIPAL	718-704-1460	646-478-9383	15	NULL	OFFICE OF CHARTER SCHOOLS	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	"284 BALTIC STREET
BROOKLYN, NY 11201
(40.685006, -73.993293)"
2018	17K061      	K061	M.S. 061 Dr. Gladstone H. Atwell	331700010061	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1958 12:00:00 AM	Open	K061	400 EMPIRE BOULEVARD	NY	998344	181050	309	40	32900	3013160015	BK60	Prospect Lefferts Gardens-Wingate                                          	Dewana Daids	I.A. PRINCIPAL	718-774-1002	718-467-4335	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"400 EMPIRE BOULEVARD
BROOKLYN, NY 11225
(40.663605, -73.949198)"
2018	17K091      	K091	P.S. 091 The Albany Avenue School	331700010091	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05,SE	07/01/1904 12:00:00 AM	Open	K091	532 ALBANY AVENUE	NY	1000700	180396	309	41	80600	3047940026	BK60	Prospect Lefferts Gardens-Wingate                                          	Tessa Alleyne	PRINCIPAL	718-756-0243	718-221-1316	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"532 ALBANY AVENUE
BROOKLYN, NY 11203
(40.661806, -73.940707)"
2018	17K092      	K092	P.S. 092 Adrian Hegeman	331700010092	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1906 12:00:00 AM	Open	K092	601 PARKSIDE AVENUE	NY	997066	178379	309	40	80200	3050490055	BK60	Prospect Lefferts Gardens-Wingate                                          	John Samerson	I.A. PRINCIPAL	718-462-2087	718-284-8289	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"601 PARKSIDE AVENUE
BROOKLYN, NY 11226
(40.656276, -73.95381)"
2018	17K122      	K122	Pathways in Technology Early College High School (	331700011122	DOE	Career Technical	High school	09,10,11,12,SE	09,10,11,12,13,14	07/01/2011 12:00:00 AM	Open	K625	150 ALBANY AVENUE	NY	1001092	185533	308	36	31100	3012160046	BK61	Crown Heights North                                                        	Rashid Davis	PRINCIPAL	718-221-1593	718-221-1781	17	HS03	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 1- Affinity Group	NULL	HS03	H.S. Network 03 Superintendent Office	WALSH, FRED	"150 ALBANY AVENUE
BROOKLYN, NY 11213
(40.675905, -73.939282)"
2018	17K138      	K138	P.S. 138 Brooklyn	331700010138	DOE	General Academic	K-8	PK,0K,01,02,03,04,05,06,07,08,SE	PK,0K,01,02,03,04,05,06,07,08	07/01/1902 12:00:00 AM	Open	K138	760 PROSPECT PLACE	NY	997687	184816	308	36	31701	3012330026	BK61	Crown Heights North                                                        	MARIE CHAUVET MONCHIK	PRINCIPAL	718-467-0800	718-953-3422	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"760 PROSPECT PLACE
BROOKLYN, NY 11216
(40.673943, -73.951559)"
2018	17K161      	K161	P.S. 161 The Crown	331700010161	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/1923 12:00:00 AM	Open	K161	330 CROWN STREET	NY	998331	181834	309	35	31900	3012970026	BK63	Crown Heights South                                                        	Michael Johnson	PRINCIPAL	718-756-3100	718-953-3605	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"330 CROWN STREET
BROOKLYN, NY 11225
(40.665757, -73.949243)"
2018	17K181      	K181	P.S. 181 Brooklyn	331700010181	DOE	General Academic	K-8	PK,0K,01,02,03,04,05,06,07,08,SE	PK,0K,01,02,03,04,05,06,07,08	07/01/1922 12:00:00 AM	Open	K181	1023 NEW YORK AVENUE	NY	999267	175444	317	45	85600	3049040010	BK91	East Flatbush-Farragut                                                     	Victor Esannason	I.A. PRINCIPAL	718-462-5298	718-284-5053	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"1023 NEW YORK AVENUE
BROOKLYN, NY 11203
(40.648217, -73.945883)"
2018	17K189      	K189	P.S. 189 The Bilingual Center	331700010189	DOE	General Academic	K-8	0K,01,02,03,04,05,06,07,08,SE	0K,01,02,03,04,05,06,07,08	07/01/1923 12:00:00 AM	Open	K189	1100 EAST NEW YORK AVENUE	NY	1004936	181646	317	41	89200	3045990001	BK81	Brownsville                                                                	BERTHE FAUSTIN	PRINCIPAL	718-756-0210	718-604-1865	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"1100 EAST NEW YORK AVENUE
BROOKLYN, NY 11212
(40.665228, -73.925435)"
2018	17K191      	K191	P.S. 191 Paul Robeson	331700010191	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1938 12:00:00 AM	Open	K191	1600 PARK PLACE	NY	1005297	184015	308	41	35900	3013750012	BK61	Crown Heights North                                                        	ELSI CAPOLONGO	PRINCIPAL	718-756-1206	718-756-5417	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"1600 PARK PLACE
BROOKLYN, NY 11233
(40.67173, -73.924127)"
2018	17K221      	K221	P.S. 221 Toussaint L'Ouverture	331700010221	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1940 12:00:00 AM	Open	K221	791 EMPIRE BOULEVARD	NY	1002074	181183	309	35	35500	3014230014	BK63	Crown Heights South                                                        	CLARA MOODIE	PRINCIPAL	718-756-0122	718-953-2657	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"791 EMPIRE BOULEVARD
BROOKLYN, NY 11213
(40.663964, -73.935753)"
2018	17K241      	K241	P.S. 241 Emma L. Johnston	331700010241	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1931 12:00:00 AM	Open	K241	976 PRESIDENT STREET	NY	995090	182982	309	35	21300	3011880001	BK63	Crown Heights South                                                        	Frantz Lucius	PRINCIPAL	718-636-4725	718-230-5468	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"976 PRESIDENT STREET
BROOKLYN, NY 11225
(40.668913, -73.960924)"
2018	17K246      	K246	M.S. 246 Walt Whitman	331700010246	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1939 12:00:00 AM	Open	K246	72 VERONICA PLACE	NY	997159	175492	317	40	79400	3051100025	BK95	Erasmus                                                                    	BENTLY WARRINGTON	PRINCIPAL	718-282-5230	718-284-6429	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"72 VERONICA PLACE
BROOKLYN, NY 11226
(40.648352, -73.95348)"
2018	17K249      	K249	P.S. 249 The Caton	331700010249	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1951 12:00:00 AM	Open	K249	18 MARLBOROUGH ROAD	NY	993558	175912	314	40	50600	3050750001	BK42	Flatbush                                                                   	ELISA BROWN	PRINCIPAL	718-282-8828	718-284-5146	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"18 MARLBOROUGH ROAD
BROOKLYN, NY 11226
(40.649509, -73.966456)"
2018	17K289      	K289	P.S. 289 George V. Brower	331700010289	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1959 12:00:00 AM	Open	K289	900 ST MARKS AVENUE	NY	1000227	184927	308	36	34100	3012290028	BK61	Crown Heights North                                                        	MARC MARDY	I.A. PRINCIPAL	718-493-3824	718-467-3735	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"900 ST MARKS AVENUE
BROOKLYN, NY 11213
(40.674244, -73.942401)"
2018	17K316      	K316	P.S. 316 Elijah Stroud	331700010316	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,06,SE	PK,0K,01,02,03,04,05	07/01/1966 12:00:00 AM	Open	K316	750 CLASSON AVENUE	NY	994952	185085	308	35	21500	3011670018	BK64	Prospect Heights                                                           	Olga Maluf	PRINCIPAL	718-638-4043	718-230-5366	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"750 CLASSON AVENUE
BROOKLYN, NY 11238
(40.674685, -73.961418)"
2018	17K340      	K340	I.S. 340	331700010340	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	09/17/1991 12:00:00 AM	Open	K874	227 STERLING PLACE	NY	992484	185693	308	35	16300	3011640064	BK64	Prospect Heights                                                           	JEAN WILLIAMS	PRINCIPAL	718-857-5516	718-230-5479	13	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"227 STERLING PLACE
BROOKLYN, NY 11238
(40.676357, -73.970315)"
2018	17K352      	K352	Ebbets Field Middle School	331700010352	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2005 12:00:00 AM	Open	K320	46 MCKEEVER PLACE	NY	995490	181629	309	35	32500	3013010001	BK63	Crown Heights South                                                        	JEANNE ROWE	I.A. PRINCIPAL	718-941-5097	718-284-7973	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"46 MCKEEVER PLACE
BROOKLYN, NY 11225
(40.665199, -73.959484)"
2018	17K353      	K353	Elijah Stroud Middle School	331700010353	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2005 12:00:00 AM	Open	K316	750 CLASSON AVENUE	NY	994952	185085	308	35	21500	3011670018	BK64	Prospect Heights                                                           	Tricia Delauney	PRINCIPAL	718-638-3067	718-638-3515	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"750 CLASSON AVENUE
BROOKLYN, NY 11238
(40.674685, -73.961418)"
2018	17K354      	K354	The School of Integrated Learning	331700010354	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2005 12:00:00 AM	Open	K390	1224 PARK PLACE	NY	1001559	184216	308	36	34300	3013700029	BK61	Crown Heights North                                                        	MONIQUE CAMPBELL	PRINCIPAL	718-774-0362	718-774-0521	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"1224 PARK PLACE
BROOKLYN, NY 11213
(40.67229, -73.937601)"
2018	17K375      	K375	P.S. 375 Jackie Robinson School	331700010375	DOE	General Academic	Elementary	0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/2001 12:00:00 AM	Open	K320	46 MCKEEVER PLACE	NY	995490	181629	309	35	32500	3013010001	BK63	Crown Heights South                                                        	Schwanna Ellman	PRINCIPAL	718-693-6655	718-284-6433	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"46 MCKEEVER PLACE
BROOKLYN, NY 11225
(40.665199, -73.959484)"
